time_stamp	animal	time1	time2	tampl	tdur	tpos	tbeg	tsize
20170527_114826	02464	135.00	150.00	NA	NA	NA	NA	15.000
20170527_114826	02468	120.00	135.00	108.300	2.680	125.166	124.827	10.257
20170527_114826	02468	120.00	135.00	32.600	0.077	130.550	130.528	10.257
20170527_114826	02468	120.00	135.00	42.700	0.118	132.174	132.118	10.257
20170527_114826	02468	120.00	135.00	77.000	0.128	133.553	133.491	10.257
20170527_114826	02468	135.00	150.00	180.000	12.244	140.407	136.993	15.000
20170527_114826	02468	135.00	150.00	32.300	0.315	136.138	135.890	15.000
20170527_114826	02471	120.00	135.00	NA	NA	NA	NA	10.007
20170527_114826	02471	135.00	150.00	180.000	5.579	142.150	141.445	15.000
20170527_114826	02471	135.00	150.00	45.800	4.120	139.914	136.608	15.000
20170527_114826	02477	120.00	135.00	NA	NA	NA	NA	9.401
20170527_114826	02477	135.00	150.00	180.000	2.893	138.064	137.083	15.000
20170527_114826	02477	135.00	150.00	27.700	0.061	148.685	148.676	15.000
20170527_114826	02477	135.00	150.00	32.800	0.302	135.978	135.797	15.000
20170527_114826	02477	135.00	150.00	34.200	0.891	149.735	149.558	15.000
20170527_114826	02477	135.00	150.00	38.000	1.708	142.319	140.927	15.000
20170527_114826	02478	120.00	135.00	NA	NA	NA	NA	9.401
20170527_114826	02478	135.00	150.00	35.700	0.533	148.450	148.184	15.000
20170527_114826	02478	135.00	150.00	41.400	2.642	144.029	142.708	15.000
20170527_114826	02480	120.00	135.00	30.800	0.077	134.844	134.826	9.319
20170527_114826	02480	120.00	135.00	32.000	0.893	129.709	129.648	9.319
20170527_114826	02480	135.00	150.00	27.000	0.051	136.376	136.376	15.000
20170527_114826	02480	135.00	150.00	32.500	1.623	139.110	137.539	15.000
20170527_114826	02487	120.00	135.00	27.200	0.138	132.015	132.010	8.192
20170527_114826	02487	135.00	150.00	180.000	11.970	147.585	138.435	15.000
20170527_114826	02487	135.00	150.00	44.100	2.974	136.448	133.870	15.000
20170527_114826	02512	120.00	135.00	NA	NA	NA	NA	4.952
20170527_114826	02512	135.00	150.00	28.300	1.343	136.890	136.218	15.000
20170527_114826	02512	135.00	150.00	35.400	0.108	142.726	142.672	15.000
20170527_114826	02539	120.00	135.00	NA	NA	NA	NA	1.863
20170527_114826	02539	135.00	150.00	NA	NA	NA	NA	15.000
20170527_114826	02606	135.00	150.00	NA	NA	NA	NA	9.923
20170527_114826	02645	135.00	150.00	NA	NA	NA	NA	5.682
20170527_114826	02661	135.00	150.00	NA	NA	NA	NA	3.917
20170527_120034	00141	30.00	45.00	180.000	14.874	32.369	31.706	15.000
20170527_120034	00141	45.00	60.00	34.000	0.145	47.286	47.271	4.979
20170527_120034	00141	45.00	60.00	70.400	-39.401	49.774	48.805	4.979
20170527_120034	00227	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00227	45.00	60.00	NA	NA	NA	NA	15.000
20170527_120034	00227	75.00	90.00	NA	NA	NA	NA	8.275
20170527_120034	00230	30.00	45.00	NA	NA	NA	NA	12.587
20170527_120034	00302	30.00	45.00	29.300	0.291	35.762	35.499	15.000
20170527_120034	00302	30.00	45.00	34.400	1.829	32.151	31.829	15.000
20170527_120034	00302	45.00	60.00	28.700	0.212	53.224	53.220	15.000
20170527_120034	00302	45.00	60.00	36.500	2.077	58.006	57.669	15.000
20170527_120034	00302	45.00	60.00	37.500	2.004	55.360	54.715	15.000
20170527_120034	00302	45.00	60.00	37.900	2.315	51.016	50.059	15.000
20170527_120034	00302	45.00	60.00	44.800	3.115	46.621	45.664	15.000
20170527_120034	00302	75.00	90.00	NA	NA	NA	NA	2.798
20170527_120034	00327	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00327	45.00	60.00	NA	NA	NA	NA	11.281
20170527_120034	00332	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00332	135.00	150.00	180.000	-34.533	137.704	133.862	15.000
20170527_120034	00332	135.00	150.00	180.000	-92.880	135.521	133.862	15.000
20170527_120034	00332	135.00	150.00	27.300	0.056	149.186	149.185	15.000
20170527_120034	00332	135.00	150.00	30.600	0.919	145.216	145.208	15.000
20170527_120034	00332	135.00	150.00	69.200	7.583	135.521	133.862	15.000
20170527_120034	00332	30.00	45.00	44.500	0.170	39.128	38.987	15.000
20170527_120034	00332	30.00	45.00	76.800	0.710	40.298	40.272	15.000
20170527_120034	00332	45.00	60.00	180.000	6.327	46.104	43.115	15.000
20170527_120034	00332	75.00	90.00	47.600	2.874	84.848	84.609	15.000
20170527_120034	00332	90.00	105.00	180.000	2.294	102.033	101.112	15.000
20170527_120034	00332	90.00	105.00	180.000	8.753	95.851	90.576	15.000
20170527_120034	00333	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00333	135.00	150.00	180.000	3.714	140.023	137.644	15.000
20170527_120034	00333	135.00	150.00	53.500	8.282	149.040	142.227	15.000
20170527_120034	00333	30.00	45.00	28.000	0.036	32.554	32.551	15.000
20170527_120034	00333	30.00	45.00	42.700	0.277	34.261	34.020	15.000
20170527_120034	00333	45.00	60.00	27.500	0.026	50.283	50.282	15.000
20170527_120034	00333	45.00	60.00	40.000	5.374	57.030	53.701	15.000
20170527_120034	00333	45.00	60.00	55.300	1.967	47.578	46.888	15.000
20170527_120034	00333	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00333	90.00	105.00	180.000	3.791	100.404	100.138	15.000
20170527_120034	00359	30.00	45.00	32.600	0.053	39.701	39.679	15.000
20170527_120034	00359	30.00	45.00	36.200	0.326	40.773	40.475	15.000
20170527_120034	00359	30.00	45.00	46.000	1.411	44.408	43.034	15.000
20170527_120034	00359	45.00	60.00	180.000	2.787	45.554	45.482	15.000
20170527_120034	00359	45.00	60.00	39.600	0.457	49.000	48.984	15.000
20170527_120034	00359	45.00	60.00	44.100	0.850	50.540	50.521	15.000
20170527_120034	00359	75.00	90.00	NA	NA	NA	NA	14.702
20170527_120034	00377	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00377	135.00	150.00	31.200	0.072	136.639	136.628	15.000
20170527_120034	00377	135.00	150.00	31.200	1.034	146.206	145.890	15.000
20170527_120034	00377	135.00	150.00	43.100	1.615	141.759	140.936	15.000
20170527_120034	00377	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00377	45.00	60.00	30.500	1.559	53.895	53.856	15.000
20170527_120034	00377	45.00	60.00	31.700	0.571	47.175	47.148	15.000
20170527_120034	00377	45.00	60.00	32.800	0.771	50.395	50.339	15.000
20170527_120034	00377	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00377	90.00	105.00	180.000	4.881	102.778	100.099	15.000
20170527_120034	00377	90.00	105.00	33.500	0.440	93.995	93.747	15.000
20170527_120034	00377	90.00	105.00	41.300	4.651	97.606	95.223	15.000
20170527_120034	00378	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00378	45.00	60.00	180.000	10.166	49.862	46.659	15.000
20170527_120034	00404	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00404	135.00	150.00	180.000	-40.176	139.192	138.269	15.000
20170527_120034	00404	135.00	150.00	180.000	-40.176	140.429	138.269	15.000
20170527_120034	00404	135.00	150.00	28.000	0.028	148.162	148.160	15.000
20170527_120034	00404	135.00	150.00	28.700	0.353	147.230	146.897	15.000
20170527_120034	00404	135.00	150.00	34.800	0.370	136.451	136.168	15.000
20170527_120034	00404	135.00	150.00	40.500	0.210	143.723	143.698	15.000
20170527_120034	00404	135.00	150.00	44.600	0.095	146.169	146.137	15.000
20170527_120034	00404	135.00	150.00	63.600	4.134	140.792	138.269	15.000
20170527_120034	00404	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00404	45.00	60.00	NA	NA	NA	NA	15.000
20170527_120034	00404	75.00	90.00	37.000	1.935	76.228	75.946	15.000
20170527_120034	00404	90.00	105.00	30.800	0.168	92.910	92.889	15.000
20170527_120034	00404	90.00	105.00	39.400	0.461	104.360	103.929	15.000
20170527_120034	00404	90.00	105.00	43.300	3.975	96.777	94.118	15.000
20170527_120034	00404	90.00	105.00	45.500	1.764	101.991	101.127	15.000
20170527_120034	00405	30.00	45.00	180.000	11.227	43.970	41.939	15.000
20170527_120034	00405	30.00	45.00	41.000	3.545	30.564	30.274	15.000
20170527_120034	00405	30.00	45.00	42.900	0.080	37.957	37.919	15.000
20170527_120034	00405	30.00	45.00	43.900	2.176	39.286	38.668	15.000
20170527_120034	00405	45.00	60.00	41.400	0.891	55.540	55.354	15.000
20170527_120034	00405	75.00	90.00	34.400	0.379	77.582	77.246	2.762
20170527_120034	00436	120.00	135.00	180.000	25.576	123.521	117.009	15.000
20170527_120034	00436	135.00	150.00	NA	NA	NA	NA	15.000
20170527_120034	00436	30.00	45.00	28.200	0.037	39.919	39.914	15.000
20170527_120034	00436	30.00	45.00	30.900	0.052	36.483	36.470	15.000
20170527_120034	00436	30.00	45.00	36.500	0.210	37.347	37.160	15.000
20170527_120034	00436	45.00	60.00	44.600	4.269	50.869	49.835	15.000
20170527_120034	00436	45.00	60.00	73.900	3.559	46.175	45.459	15.000
20170527_120034	00436	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00436	90.00	105.00	180.000	18.700	91.948	79.089	15.000
20170527_120034	00436	90.00	105.00	27.200	0.030	98.653	98.652	15.000
20170527_120034	00437	120.00	135.00	27.100	0.023	130.645	130.634	15.000
20170527_120034	00437	120.00	135.00	28.400	0.047	120.495	120.471	15.000
20170527_120034	00437	120.00	135.00	31.300	0.245	124.091	123.969	15.000
20170527_120034	00437	135.00	150.00	30.400	0.307	137.224	137.071	15.000
20170527_120034	00437	135.00	150.00	33.900	0.105	135.372	135.320	15.000
20170527_120034	00437	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00437	45.00	60.00	28.200	0.378	53.223	53.034	15.000
20170527_120034	00437	45.00	60.00	37.600	0.439	45.941	45.722	15.000
20170527_120034	00437	45.00	60.00	55.900	6.667	59.501	56.167	15.000
20170527_120034	00437	75.00	90.00	37.200	1.657	75.686	74.857	15.000
20170527_120034	00437	90.00	105.00	28.600	0.040	96.827	96.807	15.000
20170527_120034	00437	90.00	105.00	42.600	1.148	95.429	94.855	15.000
20170527_120034	00437	90.00	105.00	48.400	2.265	98.653	97.520	15.000
20170527_120034	00458	30.00	45.00	180.000	6.067	44.335	42.734	15.000
20170527_120034	00458	30.00	45.00	28.500	0.221	39.701	39.539	15.000
20170527_120034	00458	30.00	45.00	36.500	3.629	36.610	33.854	15.000
20170527_120034	00458	30.00	45.00	41.100	0.083	41.518	41.487	15.000
20170527_120034	00458	45.00	60.00	NA	NA	NA	NA	15.000
20170527_120034	00458	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00458	90.00	105.00	NA	NA	NA	NA	3.313
20170527_120034	00460	30.00	45.00	NA	NA	NA	NA	15.000
20170527_120034	00460	45.00	60.00	180.000	4.744	55.360	53.708	15.000
20170527_120034	00460	45.00	60.00	180.000	4.801	50.982	47.827	15.000
20170527_120034	00460	45.00	60.00	36.800	0.390	46.714	46.505	15.000
20170527_120034	00460	75.00	90.00	28.500	0.038	78.690	78.686	15.000
20170527_120034	00460	75.00	90.00	29.100	0.812	88.457	88.343	15.000
20170527_120034	00460	75.00	90.00	69.700	3.671	76.275	74.280	15.000
20170527_120034	00460	90.00	105.00	38.800	0.472	90.799	90.405	3.313
20170527_120034	00460	90.00	105.00	41.800	1.336	92.953	91.902	3.313
20170527_120034	00506	120.00	135.00	29.100	0.112	131.838	131.770	15.000
20170527_120034	00506	120.00	135.00	29.500	0.039	129.016	129.010	15.000
20170527_120034	00506	120.00	135.00	32.100	0.399	133.813	133.792	15.000
20170527_120034	00506	120.00	135.00	36.600	0.636	130.195	130.178	15.000
20170527_120034	00506	135.00	150.00	180.000	21.521	149.419	143.097	15.000
20170527_120034	00506	135.00	150.00	29.800	0.091	142.432	142.388	15.000
20170527_120034	00506	135.00	150.00	31.900	0.143	135.788	135.702	15.000
20170527_120034	00506	135.00	150.00	33.500	1.664	138.022	137.100	15.000
20170527_120034	00506	135.00	150.00	40.300	1.004	139.822	139.779	15.000
20170527_120034	00506	30.00	45.00	29.100	0.223	36.434	36.415	13.631
20170527_120034	00506	30.00	45.00	34.700	1.302	39.003	38.342	13.631
20170527_120034	00506	45.00	60.00	45.500	1.518	55.683	55.097	15.000
20170527_120034	00506	45.00	60.00	51.200	5.240	47.650	46.291	15.000
20170527_120034	00506	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00506	90.00	105.00	33.200	0.790	100.080	100.051	15.000
20170527_120034	00506	90.00	105.00	40.700	2.890	93.507	91.270	15.000
20170527_120034	00506	90.00	105.00	43.800	0.756	95.313	94.921	15.000
20170527_120034	00572	30.00	45.00	100.300	1.835	34.932	34.586	10.434
20170527_120034	00572	30.00	45.00	37.500	0.156	38.189	38.071	10.434
20170527_120034	00572	30.00	45.00	45.000	2.619	40.990	39.950	10.434
20170527_120034	00572	45.00	60.00	180.000	1.151	46.785	46.161	15.000
20170527_120034	00572	75.00	90.00	NA	NA	NA	NA	1.818
20170527_120034	00574	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00574	135.00	150.00	29.000	0.149	140.642	140.633	15.000
20170527_120034	00574	135.00	150.00	43.800	0.893	141.613	141.510	15.000
20170527_120034	00574	135.00	150.00	47.200	5.940	147.112	143.505	15.000
20170527_120034	00574	30.00	45.00	NA	NA	NA	NA	10.312
20170527_120034	00574	45.00	60.00	27.500	0.084	48.519	48.498	15.000
20170527_120034	00574	45.00	60.00	51.900	4.884	55.613	52.826	15.000
20170527_120034	00574	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00574	90.00	105.00	180.000	6.970	102.399	100.810	15.000
20170527_120034	00574	90.00	105.00	42.000	2.771	92.762	90.689	15.000
20170527_120034	00574	90.00	105.00	46.600	3.081	97.484	95.203	15.000
20170527_120034	00577	30.00	45.00	NA	NA	NA	NA	9.591
20170527_120034	00577	45.00	60.00	180.000	12.061	54.663	49.064	15.000
20170527_120034	00603	30.00	45.00	33.000	1.056	43.868	43.340	6.690
20170527_120034	00603	45.00	60.00	27.400	0.062	48.764	48.733	15.000
20170527_120034	00603	45.00	60.00	40.900	2.100	46.996	45.946	15.000
20170527_120034	00603	75.00	90.00	NA	NA	NA	NA	2.250
20170527_120034	00617	120.00	135.00	27.600	0.091	129.878	129.875	15.000
20170527_120034	00617	120.00	135.00	29.200	0.240	134.942	134.933	15.000
20170527_120034	00617	120.00	135.00	30.900	0.704	133.512	133.486	15.000
20170527_120034	00617	135.00	150.00	27.600	0.508	138.022	138.016	15.000
20170527_120034	00617	135.00	150.00	28.300	0.034	146.314	146.310	15.000
20170527_120034	00617	135.00	150.00	28.800	0.079	144.511	144.505	15.000
20170527_120034	00617	135.00	150.00	28.900	0.502	139.267	139.255	15.000
20170527_120034	00617	135.00	150.00	29.000	0.077	137.181	137.177	15.000
20170527_120034	00617	30.00	45.00	NA	NA	NA	NA	3.653
20170527_120034	00617	45.00	60.00	47.600	2.898	55.249	52.565	15.000
20170527_120034	00617	45.00	60.00	69.800	3.261	57.141	56.427	15.000
20170527_120034	00617	75.00	90.00	33.600	2.020	89.361	88.301	15.000
20170527_120034	00617	90.00	105.00	29.700	0.085	100.045	100.031	15.000
20170527_120034	00617	90.00	105.00	33.200	0.635	92.397	92.383	15.000
20170527_120034	00617	90.00	105.00	37.600	1.244	95.092	94.699	15.000
20170527_120034	00617	90.00	105.00	39.200	2.652	104.360	103.821	15.000
20170527_120034	00617	90.00	105.00	41.500	1.643	101.461	101.221	15.000
20170527_120034	00619	30.00	45.00	NA	NA	NA	NA	3.613
20170527_120034	00619	45.00	60.00	28.000	0.147	46.280	46.207	15.000
20170527_120034	00619	45.00	60.00	44.400	3.224	53.512	51.899	15.000
20170527_120034	00619	45.00	60.00	45.400	2.235	49.707	48.589	15.000
20170527_120034	00655	120.00	135.00	NA	NA	NA	NA	14.242
20170527_120034	00655	30.00	45.00	NA	NA	NA	NA	1.718
20170527_120034	00655	45.00	60.00	41.700	2.451	55.499	54.142	15.000
20170527_120034	00655	75.00	90.00	27.000	0.033	84.259	84.259	15.000
20170527_120034	00655	90.00	105.00	180.000	6.417	95.380	93.344	15.000
20170527_120034	00655	90.00	105.00	62.100	0.634	92.213	91.795	15.000
20170527_120034	00671	120.00	135.00	NA	NA	NA	NA	11.780
20170527_120034	00671	30.00	45.00	NA	NA	NA	NA	0.033
20170527_120034	00671	45.00	60.00	180.000	5.763	52.570	48.885	15.000
20170527_120034	00671	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00671	90.00	105.00	30.900	0.247	91.055	90.834	15.000
20170527_120034	00671	90.00	105.00	41.200	0.961	92.317	92.228	15.000
20170527_120034	00672	120.00	135.00	180.000	0.572	129.560	129.525	15.000
20170527_120034	00672	120.00	135.00	180.000	1.324	131.145	130.802	15.000
20170527_120034	00672	120.00	135.00	180.000	2.995	121.788	120.580	15.000
20170527_120034	00672	120.00	135.00	60.100	0.104	124.768	124.735	15.000
20170527_120034	00672	120.00	135.00	70.600	0.813	127.290	126.504	15.000
20170527_120034	00672	135.00	150.00	180.000	2.510	135.185	133.052	15.000
20170527_120034	00672	135.00	150.00	180.000	-73.426	135.939	135.562	15.000
20170527_120034	00672	135.00	150.00	180.000	-75.857	143.482	137.994	15.000
20170527_120034	00672	135.00	150.00	57.200	2.980	147.924	146.843	15.000
20170527_120034	00672	135.00	150.00	67.100	8.168	138.022	137.994	15.000
20170527_120034	00672	30.00	45.00	NA	NA	NA	NA	0.033
20170527_120034	00672	45.00	60.00	34.900	0.435	51.128	50.917	15.000
20170527_120034	00672	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00672	90.00	105.00	37.100	1.665	90.984	90.262	15.000
20170527_120034	00672	90.00	105.00	52.100	5.656	93.043	92.579	15.000
20170527_120034	00683	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00683	135.00	150.00	37.800	0.686	142.117	142.067	15.000
20170527_120034	00683	135.00	150.00	39.100	0.441	137.631	137.244	15.000
20170527_120034	00683	135.00	150.00	39.100	2.889	145.564	144.470	15.000
20170527_120034	00683	45.00	60.00	27.000	0.038	52.995	52.995	14.578
20170527_120034	00683	45.00	60.00	28.300	0.041	51.726	51.718	14.578
20170527_120034	00683	45.00	60.00	32.200	0.792	55.726	55.563	14.578
20170527_120034	00683	75.00	90.00	27.100	0.023	86.044	86.044	15.000
20170527_120034	00683	90.00	105.00	28.700	0.038	102.106	102.100	15.000
20170527_120034	00683	90.00	105.00	32.100	0.364	100.117	100.101	15.000
20170527_120034	00683	90.00	105.00	34.800	0.967	93.110	92.178	15.000
20170527_120034	00683	90.00	105.00	39.300	2.628	97.861	97.281	15.000
20170527_120034	00684	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00684	135.00	150.00	NA	NA	NA	NA	15.000
20170527_120034	00684	45.00	60.00	NA	NA	NA	NA	14.578
20170527_120034	00684	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00684	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	00784	45.00	60.00	34.000	1.748	57.002	56.128	5.227
20170527_120034	00784	75.00	90.00	34.700	1.101	75.078	74.527	15.000
20170527_120034	00784	90.00	105.00	34.100	0.353	91.894	91.717	15.000
20170527_120034	00785	45.00	60.00	NA	NA	NA	NA	5.227
20170527_120034	00785	75.00	90.00	NA	NA	NA	NA	5.167
20170527_120034	00863	120.00	135.00	NA	NA	NA	NA	12.814
20170527_120034	00863	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00863	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	00864	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00864	90.00	105.00	180.000	8.643	92.727	86.699	15.000
20170527_120034	00864	90.00	105.00	28.200	0.198	104.131	104.001	15.000
20170527_120034	00864	90.00	105.00	31.900	0.336	102.325	102.257	15.000
20170527_120034	00898	120.00	135.00	29.000	0.042	132.763	132.758	15.000
20170527_120034	00898	135.00	150.00	180.000	2.579	149.954	149.492	15.000
20170527_120034	00898	135.00	150.00	36.200	1.782	141.136	140.479	15.000
20170527_120034	00898	135.00	150.00	39.900	1.007	136.105	135.702	15.000
20170527_120034	00898	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00898	90.00	105.00	180.000	5.543	102.242	101.226	15.000
20170527_120034	00898	90.00	105.00	28.200	0.263	100.228	100.213	15.000
20170527_120034	00925	120.00	135.00	30.400	0.928	133.630	133.512	15.000
20170527_120034	00925	135.00	150.00	180.000	7.048	139.662	135.319	15.000
20170527_120034	00925	75.00	90.00	28.500	0.407	88.308	88.237	15.000
20170527_120034	00925	75.00	90.00	33.200	0.290	78.360	78.209	15.000
20170527_120034	00925	90.00	105.00	29.300	0.042	100.117	100.106	15.000
20170527_120034	00925	90.00	105.00	32.000	0.930	92.069	91.860	15.000
20170527_120034	00925	90.00	105.00	33.700	1.240	96.058	96.041	15.000
20170527_120034	00925	90.00	105.00	35.500	0.781	103.290	103.097	15.000
20170527_120034	00964	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00964	90.00	105.00	30.300	1.476	100.852	100.715	15.000
20170527_120034	00964	90.00	105.00	31.000	0.928	92.910	92.494	15.000
20170527_120034	00969	120.00	135.00	29.500	0.044	120.800	120.794	15.000
20170527_120034	00969	120.00	135.00	37.600	5.019	133.136	128.967	15.000
20170527_120034	00969	120.00	135.00	50.200	4.320	124.535	121.861	15.000
20170527_120034	00969	135.00	150.00	32.900	0.271	137.668	137.636	12.451
20170527_120034	00969	135.00	150.00	59.800	1.663	141.402	140.701	12.451
20170527_120034	00969	75.00	90.00	30.100	0.880	88.201	88.048	15.000
20170527_120034	00969	90.00	105.00	180.000	5.101	102.485	101.450	15.000
20170527_120034	00969	90.00	105.00	28.300	0.063	91.275	91.268	15.000
20170527_120034	00969	90.00	105.00	29.600	0.562	92.507	92.351	15.000
20170527_120034	00969	90.00	105.00	31.000	0.979	96.447	95.640	15.000
20170527_120034	00969	90.00	105.00	36.000	0.723	99.313	98.922	15.000
20170527_120034	00970	75.00	90.00	27.100	0.029	83.080	83.076	15.000
20170527_120034	00970	90.00	105.00	180.000	4.422	95.423	93.944	15.000
20170527_120034	00970	90.00	105.00	34.400	1.067	100.265	100.022	15.000
20170527_120034	00970	90.00	105.00	37.500	0.230	92.953	92.921	15.000
20170527_120034	00975	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00975	135.00	150.00	NA	NA	NA	NA	15.000
20170527_120034	00975	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00975	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	00980	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00980	135.00	150.00	NA	NA	NA	NA	1.686
20170527_120034	00980	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00980	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	00981	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	00981	135.00	150.00	NA	NA	NA	NA	1.686
20170527_120034	00981	75.00	90.00	NA	NA	NA	NA	15.000
20170527_120034	00981	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	01022	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01022	135.00	150.00	180.000	7.566	141.136	137.784	15.000
20170527_120034	01022	135.00	150.00	36.300	0.345	136.371	136.249	15.000
20170527_120034	01022	75.00	90.00	NA	NA	NA	NA	10.980
20170527_120034	01022	90.00	105.00	30.600	0.388	97.897	97.704	15.000
20170527_120034	01022	90.00	105.00	53.800	8.640	104.241	100.512	15.000
20170527_120034	01023	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01023	135.00	150.00	NA	NA	NA	NA	10.664
20170527_120034	01023	75.00	90.00	NA	NA	NA	NA	10.980
20170527_120034	01023	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	01042	120.00	135.00	NA	NA	NA	NA	12.814
20170527_120034	01042	75.00	90.00	NA	NA	NA	NA	9.684
20170527_120034	01042	90.00	105.00	180.000	4.574	104.838	102.797	15.000
20170527_120034	01042	90.00	105.00	28.000	0.130	99.068	99.061	15.000
20170527_120034	01042	90.00	105.00	28.200	0.058	92.507	92.501	15.000
20170527_120034	01042	90.00	105.00	36.600	0.740	97.897	97.398	15.000
20170527_120034	01043	120.00	135.00	33.200	0.921	120.364	119.904	15.000
20170527_120034	01043	135.00	150.00	27.200	0.039	144.247	144.227	15.000
20170527_120034	01043	135.00	150.00	35.100	1.360	140.816	140.135	15.000
20170527_120034	01043	135.00	150.00	36.900	1.596	145.656	144.858	15.000
20170527_120034	01043	135.00	150.00	39.300	1.391	138.470	137.774	15.000
20170527_120034	01043	75.00	90.00	31.200	0.362	83.841	83.661	9.684
20170527_120034	01043	90.00	105.00	35.500	1.329	95.248	94.583	15.000
20170527_120034	01043	90.00	105.00	38.000	0.830	92.062	91.647	15.000
20170527_120034	01043	90.00	105.00	41.000	1.256	102.944	102.316	15.000
20170527_120034	01052	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01052	135.00	150.00	NA	NA	NA	NA	15.000
20170527_120034	01052	75.00	90.00	NA	NA	NA	NA	8.323
20170527_120034	01052	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	01078	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01078	135.00	150.00	180.000	1.300	144.268	144.165	15.000
20170527_120034	01078	135.00	150.00	27.300	0.081	146.900	146.899	15.000
20170527_120034	01078	135.00	150.00	28.300	0.288	136.950	136.946	15.000
20170527_120034	01078	135.00	150.00	36.200	1.276	139.759	138.851	15.000
20170527_120034	01078	135.00	150.00	65.000	1.421	141.043	140.848	15.000
20170527_120034	01078	75.00	90.00	NA	NA	NA	NA	4.409
20170527_120034	01078	90.00	105.00	NA	NA	NA	NA	15.000
20170527_120034	01143	120.00	135.00	27.600	0.316	134.568	134.410	15.000
20170527_120034	01143	135.00	150.00	28.000	0.038	138.523	138.504	15.000
20170527_120034	01143	135.00	150.00	37.600	0.695	139.842	139.494	15.000
20170527_120034	01143	90.00	105.00	NA	NA	NA	NA	8.745
20170527_120034	01144	90.00	105.00	NA	NA	NA	NA	8.745
20170527_120034	01146	120.00	135.00	29.400	0.139	120.728	120.718	15.000
20170527_120034	01146	120.00	135.00	29.800	0.559	127.394	127.368	15.000
20170527_120034	01146	120.00	135.00	29.900	0.203	123.216	123.195	15.000
20170527_120034	01146	135.00	150.00	180.000	1.226	143.107	142.900	15.000
20170527_120034	01146	135.00	150.00	180.000	1.425	141.043	140.538	15.000
20170527_120034	01146	135.00	150.00	180.000	2.675	137.912	135.928	15.000
20170527_120034	01146	135.00	150.00	28.700	0.052	139.706	139.699	15.000
20170527_120034	01146	90.00	105.00	36.400	2.230	103.132	102.973	7.554
20170527_120034	01147	120.00	135.00	NA	NA	NA	NA	4.719
20170527_120034	01147	90.00	105.00	NA	NA	NA	NA	7.554
20170527_120034	01166	120.00	135.00	35.100	0.803	132.259	131.858	15.000
20170527_120034	01166	135.00	150.00	52.500	7.896	137.587	133.639	15.000
20170527_120034	01166	90.00	105.00	60.100	4.247	104.922	102.799	5.029
20170527_120034	01208	120.00	135.00	NA	NA	NA	NA	15.000
20170527_120034	01208	135.00	150.00	180.000	1.523	141.844	141.547	15.000
20170527_120034	01208	135.00	150.00	29.200	0.377	137.668	137.474	15.000
20170527_120034	01208	135.00	150.00	39.700	0.855	139.267	139.033	15.000
20170527_120034	01208	135.00	150.00	44.700	1.973	148.752	147.749	15.000
20170527_120034	01216	120.00	135.00	27.500	0.768	123.060	123.059	15.000
